sgRNA	Gene	D1_High	D1_Low	D2_High	D2_Low
s_3949	ZNF552	2598	2725	2823	3658
s_927	HOXD9	1434	1592	1681	2147
s_2515	TFEB	3009	3497	3496	4407
s_5466	Non-Targeting Control	2809	3078	3212	4188
s_3215	HEYL	1408	1567	1605	2101
s_393	ELK3	2346	2587	2508	3440
s_2917	TBR1	2025	2237	2103	2693
s_1284	MYB	2780	3221	3421	4463
s_2470	ZNF217	1027	1125	1129	1530
s_3933	ZNF419	1530	1710	1653	2220
s_1739	SALL1	1085	1239	1249	1654
s_2624	NR1I2	1876	2062	2004	2799
s_4876	EBF3	1443	1629	1587	2150
s_3643	ZNF398	2406	2630	2819	3627
s_5702	Non-Targeting Control	1545	1656	1874	2120
s_2173	WT1	1268	1411	1424	1755
s_5236	ZNF716	1266	1494	1558	2058
s_1821	SOX2	2597	3024	3114	3980
s_4529	ZNF597	2095	2391	2460	3227
s_641	GLI4	1656	1825	1804	2399
s_2659	ZBED1	1975	2098	2172	2818
s_1381	NFKB1	1813	2067	2078	2775
s_4072	TFAP2D	2024	2263	2162	2886
s_328	E2F2	2982	3468	3265	4425
s_942	HOXD13	1776	1999	1865	2636
s_3288	TBX21	1977	2196	2151	3033
s_3329	FOXP3	2063	2215	2306	3059
s_5620	Non-Targeting Control	1812	2022	2095	2528
s_3319	NEUROG3	1164	1318	1294	1747
s_2519	MAFK	1854	1968	2053	2647
s_3057	MLXIP	2715	3055	3038	4023
s_3593	ATXN7L3	2833	3030	3024	3984
s_297	DLX4	1425	1602	1629	2086
s_2524	MTERF1	3963	4326	4501	5890
s_1122	JUN	1244	1423	1381	1847
s_700	ZBTB48	2895	3252	3338	4257
s_5737	Non-Targeting Control	2137	2427	2534	3073
s_3045	MTF2	1603	1872	1971	2525
s_88	BCL6	1136	1345	1273	1633
s_2092	TGFB1	2173	2488	2356	3367
s_2254	ZNF18	2125	2306	2336	3131
s_1670	RELA	1816	2176	2216	2854
s_3993	ZNF614	2164	2401	2434	3121
s_725	HLA-DRA	3129	3308	3295	4083
s_1363	NFE2L2	2723	3033	2946	3973
s_4655	NKX2-3	1029	1242	1157	1642
s_1696	RFX4	2231	2324	2479	3244
s_5034	ZNF774	1999	2330	2224	3014
s_2212	ZIC3	1871	2056	2040	2700
s_4899	NCR3	2290	2351	2405	3339
s_3475	ELP2	2098	2368	2462	3241
s_1231	MEOX1	1379	1423	1469	1945
s_3600	PRDM9	1977	2111	2234	3044
s_3646	EBF4	2326	2621	2529	3297
s_3806	ZSCAN31	2657	3000	2852	3771
s_4727	OLIG3	2707	3049	3148	4091
s_64	ATF1	2464	2986	3010	3641
s_3904	ZNF557	2324	2650	2874	3720
s_1963	TBX5	1270	1437	1496	1948
s_4078	KLF16	1453	1533	1622	1930
s_2175	WT1	2185	2477	2577	3369
s_4821	NAIF1	1930	2176	2220	2919
s_3662	ZBTB4	1432	1729	1572	2057
s_4868	ZNF396	2298	2575	2619	3308
s_814	HOXA6	1283	1406	1474	1862
s_3849	IL25	674	669	755	773
s_3109	USP22	1593	1655	1721	2063
s_4245	ZNF486	2179	2579	2518	3362
s_4613	IL23R	2223	2461	2527	3348
s_4855	RFX6	1714	2046	2022	2738
s_51	ASCL1	1367	1549	1549	1981
s_56	ASCL2	908	1040	1074	1284
s_397	ELK4	2710	3031	2988	4102
s_3289	TLX3	818	831	828	1085
s_1792	SIX1	1217	1320	1465	1907
s_309	DMRT1	1268	1369	1379	1833
s_5279	SEBOX	1712	1841	1793	2471
s_1548	PLAGL2	1726	1894	1868	2470
s_3266	ZBTB44	2693	3107	3031	3858
s_5454	Non-Targeting Control	2680	3089	2706	4156
s_320	ARID3A	1697	1841	1885	2569
s_621	NR6A1	1333	1460	1507	1960
s_4908	ZNF311	1715	1869	1893	2359
s_1313	MYOD1	1444	1638	1641	2100
s_635	GLI2	2413	2697	2874	3686
s_1255	NR3C2	679	742	762	1002
s_590	GABPA	2474	2799	2617	3615
s_5929	Non-Targeting Control	2156	2418	2439	3177
s_1390	NFKBIL1	1021	1239	1340	1677
s_1526	PITX2	2111	2373	2262	3076
s_5775	Non-Targeting Control	1390	1499	1467	1980
s_218	CCR6	2543	2892	2757	3762
s_2282	ZNF32	1927	1992	2028	2780
s_3461	ZNF770	2562	2942	3042	3680
s_4145	KDM2B	1620	1730	1767	2350
s_1889	SREBF2	1032	1177	1113	1432
s_4678	ZNF550	2416	2686	2564	3458
s_2640	MBD2	2032	2251	2310	3060
s_4315	ZNF101	1866	2112	2207	2720
s_3556	ZNF302	4176	4705	4692	5991
s_3574	ASCL3	1294	1458	1532	1931
s_1408	NHLH1	1819	1852	1912	2537
s_239	ATF2	2058	2215	2203	2969
s_94	CXCR5	3283	3711	3650	4760
s_666	GTF3A	2788	3065	3155	4068
s_564	FOXO3	1895	2097	2063	2698
s_5672	Non-Targeting Control	2488	2841	2842	3675
s_4459	LIN54	1475	1541	1642	2186
s_4070	TFAP2D	2734	3054	3041	3914
s_4715	ZNF540	1885	2232	2185	2908
s_3349	YBX2	2006	2209	2202	2843
s_3150	ZNF324	1986	2179	2197	2963
s_2536	LHX3	1315	1555	1547	1996
s_4762	ARX	1160	1215	1250	1692
s_5611	Non-Targeting Control	1951	2221	2216	2810
s_1515	PGR	2474	2791	2966	3988
s_4629	BTNL9	1012	1073	1142	1387
s_1879	SPIB	1511	1618	1655	2275
s_3017	KLF8	3121	3497	3393	4450
s_184	CEBPD	1654	1910	1737	2507
s_790	TLX2	2231	2549	2533	3332
s_3508	ZNF692	429	495	561	620
s_200	FOXN3	2804	3075	2948	4132
s_5076	ZNF860	2243	2434	2624	3475
s_1186	SMAD9	1845	2028	2123	2978
s_4095	ARID5B	1173	1305	1433	1762
s_1922	STAT5A	1542	1676	1666	2068
s_603	GATA3	1064	1156	1235	1572
s_5204	ZNF880	1771	1976	1811	2617
s_1682	RFX1	1413	1548	1552	2024
s_4040	ZNF436	1536	1706	1699	2299
s_4633	ZNF425	1548	1764	1724	2254
s_2645	TBX19	3580	4065	4074	5224
s_2025	MLX	1546	1633	1531	2100
s_4769	ZNF431	2882	3218	3357	4354
s_2325	ZNF75A	1875	2129	2261	2998
s_3722	DMRT3	1965	2208	2222	2782
s_4863	FERD3L	2122	2349	2240	3006
s_4404	ZNF543	2209	2383	2237	2941
s_544	FOXE1	1869	2061	2011	2765
s_3129	PATZ1	1315	1801	1587	2197
s_963	HSPA1B	1549	1838	1800	2382
s_3739	ZNF350	1096	1280	1281	1653
s_1848	SOX11	2302	2554	2630	3262
s_4733	ZNF679	1909	2092	2279	2821
s_1949	TBX1	1885	2215	2221	2987
s_1160	LTF	2053	2403	2207	3127
s_5192	HELT	2235	2531	2405	3181
s_3085	ZBTB43	1351	1513	1558	2091
s_2537	FOSL1	2295	2486	2491	3184
s_2125	TNFAIP3	2477	2202	2705	3146
s_4092	ZNF394	2103	2524	2424	3300
s_5890	Non-Targeting Control	2645	2915	2964	3847
s_2606	KLF7	976	1111	1080	1459
s_836	HOXA13	919	998	1024	1391
s_1029	IL7R	2354	2510	2660	3511
s_2310	ZNF45	3725	4289	4211	5437
s_5696	Non-Targeting Control	3572	4085	3817	5074
s_1948	TAP2	1636	1898	1876	2498
s_440	ESR2	2578	2832	2811	3674
s_4359	ZNF354B	2955	3302	3528	4370
s_1488	PAX6	1802	1970	1952	2518
s_3608	TBX20	2983	3420	3413	4407
s_5583	Non-Targeting Control	2069	2451	2402	3080
s_3790	PRDM15	1873	2076	2095	2842
s_1004	IL3	1872	2071	2125	2809
s_3056	ZFP30	3243	3667	3616	4771
s_5162	MAFA	1245	1376	1376	1888
s_20	AIF1	1483	1700	1704	2120
s_4979	ZNF789	2131	2441	2480	3159
s_3074	ATF6	2042	2371	2146	2947
s_3839	EBF2	2948	3386	3359	4376
s_2371	ZNF134	1990	2178	2203	2952
s_801	HOXA3	1789	2063	1973	2663
s_2722	GTF2IRD1	1273	1452	1397	1804
s_1098	IRF4	1819	2062	2069	2689
s_1213	MEF2C	3241	3475	3578	4435
s_151	CD1D	1700	1917	2007	2497
s_3488	HES6	952	1060	1103	1393
s_5345	ZNF316	2167	2430	2396	2971
s_4239	ZNF799	2055	2356	2424	3121
s_5149	ZNF662	2072	2326	2343	3179
s_1553	POU1F1	3305	3650	3630	4644
s_428	ERF	1348	1452	1395	1974
s_4418	ZNF787	1905	2053	2021	2679
s_4192	ZFHX2	2304	2699	2661	3473
s_3522	ZNF701	2226	2581	2595	3341
s_3586	ARNTL2	1763	1841	1813	2376
s_4055	TCF7L1	1904	2217	2176	2931
s_1311	MYF6	2112	2320	2265	3228
s_4893	ZNF549	2631	3014	3000	4050
s_3469	THAP1	1798	1907	1918	2721
s_4978	ZNF454	2065	2200	2328	2906
s_5825	Non-Targeting Control	2136	2204	2272	3038
s_2280	ZNF28	3101	3601	3515	4615
s_3892	IRX6	3152	3553	3498	4707
s_1816	SNAI1	2145	2431	2333	3182
s_5296	FOXD4L6	2003	2129	2118	2873
s_3783	NEUROD6	1172	1384	1447	1835
s_3877	ZNF655	1939	2183	2169	2868
s_3955	ZBTB3	1562	1744	1738	2344
s_310	DMRT1	2169	2541	2585	3350
s_189	CEBPG	3470	3931	3994	5360
s_1974	TCF4	1933	2430	2158	2870
s_1599	POU5F1B	1807	2024	2078	2675
s_3655	ZNF492	1950	2253	2192	2936
s_842	HOXB2	1253	1377	1294	1728
s_3240	FOXP1	2423	2629	2768	3642
s_4388	JDP2	2221	2312	2415	3107
s_58	ZFHX3	1473	1702	1748	2281
s_3259	BHLHE22	735	706	749	1000
s_1111	IRF7	2137	2351	2364	3219
s_982	RBPJ	2024	2207	2278	2935
s_2146	TRPS1	1804	2166	2146	2870
s_2813	FLOT1	2188	2327	2463	3198
s_4731	ZNF679	2339	2526	2593	3328
s_2070	NR2F1	1825	2042	1965	2666
s_5809	Non-Targeting Control	2439	2808	2919	3894
s_1202	MAZ	1380	1675	1551	2133
s_2858	ZBTB18	2897	3271	3401	4270
s_3823	IKZF4	1401	1504	1613	2090
s_5413	Non-Targeting Control	1550	1626	1733	2375
s_5908	Non-Targeting Control	2524	2904	2837	3594
s_985	IL1R1	2760	2992	3144	4077
s_1147	LMX1B	2353	2792	2650	3326
s_2491	ZNF236	1312	1574	1572	2047
s_3120	HEY1	2172	2525	2701	3582
s_3035	IKZF3	1545	1775	1741	2370
s_4666	ZNF519	2175	2364	2431	3370
s_2825	IRX5	1638	1865	1785	2289
s_1717	RXRA	1949	2241	2171	2867
s_1597	POU5F1B	2167	2480	2309	3287
s_1337	NFATC2	1489	1815	1752	2281
s_395	ELK3	2452	2921	2898	3860
s_549	FOXD2	1769	1833	1707	2342
s_998	IL2RB	1260	1458	1462	1940
s_4590	ZNF714	1933	2179	2260	2869
s_1101	IRF5	1701	1824	1800	2416
s_5651	Non-Targeting Control	1872	2154	2113	2726
s_2644	SOCS3	2182	2590	2587	3475
s_54	ASCL2	1500	1670	1722	2190
s_5472	Non-Targeting Control	1332	1715	1602	2068
s_5530	Non-Targeting Control	1676	1822	1874	2390
s_5070	FOXI3	1565	1700	1818	2274
s_4788	ZNF585A	3708	4263	4250	5521
s_1266	MSX1	1730	1987	1976	2603
s_5314	ZNF705D	2970	3256	3280	4525
s_59	ZFHX3	1525	1778	1732	2334
s_913	HOXD3	3256	3650	3619	4773
s_5127	ZNF761	2595	2940	3014	4109
s_3139	ZIM2	1303	1451	1484	1952
s_3946	CARF	2324	2553	2602	3366
s_1358	NFE2L1	2569	2762	2958	3663
s_53	ASCL2	1442	1776	1674	2196
s_4616	TCF23	1476	1649	1618	2048
s_5116	TBPL2	2517	2900	2563	3620
s_3279	TFCP2L1	1923	2099	2090	2848
s_3071	KLRK1	3044	3545	3710	4726
s_1602	POU6F1	1449	1606	1660	2103
s_5319	ZNF735	2062	2403	2302	3046
s_3616	SALL4	2388	2553	2599	3520
s_32	AIRE	1984	2312	2312	2867
s_2425	ZNF177	2915	3165	3235	4311
s_3732	HIVEP3	3047	3357	3446	4358
s_4148	KDM2B	1827	2022	2038	2723
s_2087	TFE3	2580	2780	2785	3859
s_410	EN1	1315	1456	1486	1903
s_2759	SETDB1	3105	3319	3417	4521
s_1065	IL17A	2331	2806	2583	3543
s_5371	ZNF605	2240	2335	2430	3186
s_3537	FOXJ2	1902	2010	1963	2644
s_2251	ZNF17	2628	2697	2850	3744
s_1530	PITX3	1041	1185	1230	1660
s_4140	GLIS2	2302	2609	2715	3630
s_1761	CCL5	3140	3614	3603	4701
s_4194	LBX2	2740	2915	2947	3982
s_4686	ZNF846	1998	2253	2217	3017
s_2214	ZNF2	2283	2537	2596	3245
s_4134	SPZ1	2084	2394	2300	3128
s_3688	HES4	1634	1814	1814	2458
s_911	HOXD1	2097	2444	2371	3106
s_2378	ZNF136	1691	1973	1903	2516
s_2821	ZNF443	1521	1721	1737	2221
s_1596	POU5F1	1497	1673	1619	2190
s_2377	ZNF136	1866	2093	2312	2871
s_4370	ZNF641	2921	3043	3229	4199
s_115	BTN1A1	1578	1677	1714	2212
s_5005	ZNF181	2046	2386	2351	3021
s_5979	Non-Targeting Control	2311	2554	2621	3453
s_4572	ZNF565	1781	1950	1927	2647
s_34	AR	3113	3356	3117	4429
s_3654	ZNF492	1681	1849	1885	2411
s_1176	SMAD3	1854	1861	1818	2580
s_1625	PROP1	1522	1831	1706	2234
s_1885	SREBF1	1726	2032	1796	2310
s_1965	TBX6	1244	1303	1435	1782
s_5406	Non-Targeting Control	1456	1628	1801	2179
s_288	DLX1	1946	2175	2130	2885
s_5507	Non-Targeting Control	1702	1816	1639	2223
s_3736	PRDM12	1315	1391	1424	1964
s_4757	ZNF169	1860	2175	2210	2809
s_1201	MAZ	1106	1297	1282	1729
s_5420	Non-Targeting Control	1579	1899	1791	2573
s_2764	ARNT2	2637	2970	2981	3825
s_3809	SOX17	1116	1167	1180	1672
s_4425	ZNF792	1882	2033	2058	2747
s_3509	ZNF416	2554	3044	2820	3660
s_5749	Non-Targeting Control	1298	1398	1370	1817
s_2913	GMEB1	2075	2068	2189	2692
s_2847	IRF9	1639	2168	1761	2641
s_570	FOS	2297	2431	2552	3539
s_3170	ZNF521	2350	2511	2580	3443
s_1236	MEOX2	1422	1626	1593	2092
s_5727	Non-Targeting Control	2366	2828	2913	3628
s_3018	KLF8	1780	2044	1887	2648
s_1162	LYL1	687	742	735	987
s_5315	CCR2	2421	2692	2769	3605
s_730	HLA-DRB1	2058	2160	2374	3077
s_4970	ZNF852	2157	2326	2325	3025
s_1005	IL4	3244	3547	3444	4506
s_4946	ZNF283	2466	2831	2822	3743
s_50	ASCL1	1821	1904	1942	2526
s_2155	UBP1	1847	2093	2116	2856
s_1998	TCF7L2	1831	1979	1936	2651
s_4154	RAX2	1070	1266	1121	1441
s_540	FOXC2	636	659	648	931
s_5534	Non-Targeting Control	3466	3872	3726	5038
s_5916	Non-Targeting Control	1735	1865	1973	2429
s_2609	TP63	1793	2032	2137	2799
s_1106	IRF6	2176	2441	2467	3221
s_5463	Non-Targeting Control	1871	1612	2162	2656
s_5045	ZNF677	3254	3604	3512	4554
s_1770	CCL8	2992	3487	3659	4535
s_6000	EGFP	1246	1343	1330	1820
s_276	CUX1	1728	2008	1920	2713
s_563	FOXO3	1066	1168	1092	1452
s_5864	Non-Targeting Control	1389	1646	1631	2095
s_2401	ZNF148	1672	1910	1913	2543
s_5298	FOXD4L6	931	1082	1062	1539
s_5196	FOXI2	1378	1561	1423	1817
s_1549	PRRX1	1077	1334	1468	1894
s_4039	ZNF436	1898	2274	2320	3065
s_95	CXCR5	1846	2180	2095	2714
s_1640	PTEN	2122	2491	2466	3003
s_2628	IER3	1246	1412	1459	1917
s_5115	TBPL2	2099	2324	2352	2998
s_3322	IRX4	1887	1961	1985	2767
s_3705	ZNF71	1761	2067	1893	2599
s_3852	IL25	1737	1963	1976	2478
s_3525	ZNF415	1778	1940	2081	2536
s_1167	MXD1	1625	1827	1858	2383
s_997	IL2RB	1316	1448	1577	1959
s_2097	TGIF1	2153	2290	2459	3080
s_4981	ZNF789	1822	2076	1992	2522
s_4085	ZIC4	1940	2257	2235	2960
s_4135	SPZ1	2588	2728	2751	3826
s_1105	IRF6	1505	1721	1731	2278
s_2877	BATF	2238	2492	2481	3261
s_1901	SS18	3626	4103	4141	5354
s_4318	ZNF101	1555	1781	1752	2399
s_5197	FOXI2	892	1026	1006	1337
s_4226	ZNF766	1714	1854	1992	2724
s_4291	ZNF764	1682	1801	1774	2414
s_5250	ARGFX	2324	2489	2432	3275
s_3918	ZNF322	2671	3035	3090	4078
s_1070	FOXK2	1290	1532	1406	2104
s_5668	Non-Targeting Control	2612	2819	2908	3684
s_903	HOXC12	1296	1438	1406	2020
s_1185	SMAD9	3464	3821	3884	5327
s_3047	MTF2	2359	2705	2778	3623
s_1997	TCF7L2	2359	2452	2616	3330
s_4774	ZNF384	1666	1888	1860	2529
s_4619	ZNF595	2875	3215	3193	3999
s_4005	ZKSCAN3	1724	1944	1552	2282
s_4501	GATA5	1015	1211	1096	1473
s_5519	Non-Targeting Control	2790	2956	3054	4050
s_5427	Non-Targeting Control	1146	1353	1297	1786
s_3519	ZFP64	1534	1734	1713	2317
s_3763	FKBPL	1802	2164	2142	2879
s_1940	TAL1	2583	2719	2849	3602
s_4032	LY6G5C	2671	2832	3133	4115
s_3972	BTNL8	1646	1885	1964	2524
s_92	PRDM1	3395	4127	4110	4813
s_5817	Non-Targeting Control	1319	1474	1618	1966
s_1299	MYCL	2811	3457	3226	4169
s_792	TLX2	1802	2127	2052	2765
s_1760	CCL4	1665	1841	1866	2409
s_968	FOXN2	3625	3970	4066	5248
s_1348	NFATC3	1674	1851	1891	2452
s_5395	Non-Targeting Control	1654	2041	2063	2587
s_4098	ZNF541	2566	2912	2703	3520
s_2076	NR2F2	2049	2273	2159	2894
s_4153	RAX2	1485	1718	1472	2146
s_4068	SOX7	1774	1982	1857	2617
s_2572	ZNF282	654	717	727	989
s_3221	ZNF285	2863	3168	3256	4239
s_2674	MED14	1211	1325	1344	1896
s_3667	ZFP14	2430	2688	2786	3600
s_506	FOXF2	1247	1317	1337	1643
s_2432	ZNF180	2363	2637	2690	3364
s_3924	ZNF768	1325	1549	1461	1994
s_5610	Non-Targeting Control	1411	1535	1500	1891
s_4766	GSX2	2206	2390	2518	3269
s_4597	ZNF555	2647	2955	2904	3984
s_4952	ZFP82	2675	3345	3396	4151
s_2206	ZIC2	1449	1573	1529	2032
s_1269	MSX2	1535	1704	1691	2232
s_3794	PRDM14	2454	2771	2808	3665
s_5670	Non-Targeting Control	2455	2821	2687	3540
s_568	FLI1	3769	4431	4272	5772
s_3771	DMRTA2	1958	2206	2061	2758
s_661	GTF2I	3560	3935	4088	5296
s_3772	DMRTA2	1722	1937	1921	2536
s_4407	ZNF441	1983	2306	2347	3197
s_4341	ZNF501	285	338	340	551
s_1655	RARA	2928	3089	3031	3924
s_325	E2F2	2509	2959	2791	3552
s_1239	MICB	2546	2797	2727	3655
s_4849	SP8	1618	1813	1836	2206
s_3936	ZNF419	1616	1788	1765	2400
s_3637	AHRR	943	1096	1111	1388
s_1645	PURA	3413	3918	3815	5245
s_3414	ZNF44	2071	2398	2212	3109
s_4632	ZNF425	2541	2861	3014	3906
s_5919	Non-Targeting Control	2850	3143	3227	4181
s_4339	ZNF501	3495	4013	4082	5075
s_1336	NFATC1	1802	2115	2080	2715
s_612	GATA6	1243	1443	1402	1828
s_1479	PAX4	2728	3045	3016	3961
s_5097	ZNF530	1642	1960	1831	2437
s_1260	MNT	1272	1408	1340	1784
s_2501	GPANK1	812	976	887	1221
s_1457	OTX2	1368	1613	1498	2041
s_3441	FEV	1607	1673	1735	2328
s_5586	Non-Targeting Control	2492	2900	2658	3709
s_1010	IL4R	2724	2993	3171	4033
s_2830	ZNF267	1974	2148	2185	2922
s_5667	Non-Targeting Control	3107	3551	3513	4384
s_650	NR3C1	2013	2259	2344	3147
s_3538	FOXJ2	2237	2394	2378	3212
s_2935	SIX2	2249	2383	2422	3205
s_3256	VENTX	3425	3700	3923	5092
s_1907	STAT1	2036	2011	2137	2694
s_5928	Non-Targeting Control	1388	1496	1635	2091
s_4143	HES7	1517	1703	1693	2267
s_807	HOXA4	1859	2289	2155	2772
s_3024	POU6F2	2217	2555	2587	3404
s_4161	ZSCAN10	1397	1571	1488	1987
s_5348	SP9	1703	1892	1816	2348
s_3392	ZNF589	1877	2257	2290	3081
s_5300	FOXD4L5	2735	2904	2998	3960
s_5768	Non-Targeting Control	2017	2345	2432	3387
s_1475	PAX3	1082	1288	1172	1539
s_2520	MAFK	3115	3392	3361	4277
s_1325	NEUROD2	999	1160	1082	1496
s_4834	ZNF25	2555	2814	2855	3575
s_2375	ZNF135	1247	1277	1300	1799
s_1378	NFIX	3327	3613	3782	4919
s_5954	Non-Targeting Control	2220	2443	2464	3336
s_1165	MXD1	1683	1766	1729	2381
s_5233	ETV3L	1889	2036	2112	2733
s_4574	ZNF565	1372	1499	1501	2112
s_970	IRF8	2240	2714	2716	3511
s_4354	FOXP4	3192	3557	3611	4586
s_3077	MYT1L	3066	3563	3550	4700
s_3439	NKX1-1	1942	2131	2074	2758
s_1578	POU3F4	1416	1676	1698	2306
s_4343	ZNF653	1038	1174	1271	1702
s_5724	Non-Targeting Control	1575	1644	1787	2359
s_634	GLI2	971	1087	1287	1630
s_1172	SMAD1	1137	1131	1219	1577
s_4645	ZNF782	3221	3360	3442	4490
s_4915	ZNF740	2572	2909	3056	4027
s_5836	Non-Targeting Control	1785	2066	2091	2693
s_2170	VDR	1935	2088	2093	2769
s_2160	NR1H2	1195	1263	1251	1725
s_5242	ZNF727	1171	1191	1225	1629
s_4890	BCL6B	1129	1408	1332	1811
s_4482	ARID3C	1953	2057	2036	2766
s_904	HOXC12	1444	1774	1687	2365
s_113	BTN1A1	3172	3460	3291	4570
s_311	DMRT1	1769	2034	2037	2696
s_3325	C6orf48	2189	2531	2596	3166
s_4858	RFX6	1616	1934	1929	2578
s_459	ETS2	3481	3655	3957	5129
s_5734	Non-Targeting Control	1599	1775	1694	2284
s_4889	BCL6B	2279	2686	2492	3444
s_2608	KLF7	3175	3537	3428	4632
s_2314	ZNF69	2437	2577	2677	3628
s_2930	TCFL5	2488	2867	2899	3778
s_2041	TEF	2906	3488	3357	4436
s_3223	ZNF285	2291	2508	2440	3225
s_4094	ARID5B	2234	2520	2618	3501
s_5006	ZNF181	2670	3072	3257	4325
s_4317	ZNF101	1865	2126	2089	2824
s_4185	ZIC5	1733	1906	1886	2441
s_5607	Non-Targeting Control	1203	1481	1452	1828
s_312	DMRT1	2596	3009	2632	4104
s_1561	POU2F1	1931	2129	2088	2653
s_4924	ZNF547	1185	1298	1229	1738
s_1522	PITX1	1688	1915	1833	2347
s_5072	EVX2	1581	1720	1642	2070
s_3659	ZBTB2	1536	1665	1723	2227
s_3934	ZNF419	2143	2421	2402	3096
s_1570	POU3F1	1770	1937	1960	2545
s_2923	AP4B1	1430	1508	1442	1995
s_1497	PBX1	2369	2724	2710	3548
s_5587	Non-Targeting Control	2117	2328	2379	3093
s_1994	TCF7	2148	2279	2166	2962
s_765	FOXA3	1350	1448	1515	1970
s_5878	Non-Targeting Control	1628	1802	1801	2325
s_5322	ZNF735	2931	3473	3562	4681
s_4181	ZNF566	1538	1566	1667	2117
s_3927	LIN28A	1647	1854	1912	2328
s_1562	POU2F1	1268	1556	1447	2033
s_5603	Non-Targeting Control	2120	2510	2589	3363
s_4928	ZIK1	2384	2624	2739	3429
s_1290	MYBL2	1293	1470	1388	1859
s_3377	ZNF771	2727	3143	3087	4133
s_2696	HAND1	2149	2295	2378	3146
s_215	CCR5	1433	1523	1600	2128
s_5414	Non-Targeting Control	3548	3773	3930	5044
s_5157	FEZF1	1947	2215	2193	2970
s_3403	CXXC5	1602	1783	1813	2352
s_824	HOXA9	1779	1866	1946	2504
s_5599	Non-Targeting Control	2756	3123	3350	4170
s_153	CD44	2516	3101	3019	3937
s_1785	SIM2	1817	2183	2268	2835
s_3315	IL22	3270	3501	3412	4572
s_1431	NPAS2	1306	1449	1507	2036
s_2579	FOXN1	1158	1181	1207	1582
s_4740	BHLHA15	1164	1237	1386	1732
s_696	HIVEP2	1813	1981	2111	2798
s_5516	Non-Targeting Control	1971	2143	2075	2857
s_458	ETS2	2189	2376	2394	3113
s_3566	BTNL2	1660	1821	1850	2269
s_2675	MED14	1783	2036	1980	2667
s_4179	ZNF587	1602	1796	1817	2352
s_3162	POU2F3	2016	2234	2202	2933
s_939	HOXD12	1497	1712	1690	2195
s_5772	Non-Targeting Control	2472	2814	2842	3711
s_5684	Non-Targeting Control	1265	1367	1354	1918
s_3394	PRRX2	1151	1343	1287	1724
s_5568	Non-Targeting Control	1141	1333	1367	1653
s_4670	ZNF610	1813	2098	1980	2679
s_3563	BARX1	1450	1688	1642	2059
s_4534	ZNF785	2524	2691	2926	3690
s_532	FOXE3	1064	1116	1103	1485
s_3004	SOX21	1281	1429	1482	1931
s_3742	TGIF2	1757	1975	1921	2448
s_5826	Non-Targeting Control	1190	1341	1316	1726
s_2637	MBD2	1822	2047	2242	2887
s_4771	ZNF384	2124	2441	2344	3095
s_3683	RBAK	1365	1555	1610	2096
s_6	AGER	1718	1812	1925	2601
s_4775	ZNF675	2869	3109	3366	4440
s_4689	ZNF791	2953	3252	3311	4231
s_1730	VPS52	1457	1723	1755	2411
s_226	CCR8	1918	1861	2031	2562
s_5746	Non-Targeting Control	3222	3592	3564	4611
s_2680	ZNF235	2575	2947	3149	3954
s_5492	Non-Targeting Control	1592	1882	1861	2428
s_3062	FOXJ3	1982	2162	2280	2705
s_5968	Non-Targeting Control	1402	1633	1665	2246
s_5209	ZBTB34	2576	2860	2712	3653
s_5758	Non-Targeting Control	1769	2012	2036	2673
s_2361	ZNF132	1785	2051	2061	2735
s_4102	ZNF528	1919	2243	2182	2909
s_3570	RNF20	1536	1746	1714	2295
s_1496	PAX9	1349	1437	1455	1925
s_4357	OLIG1	2061	2219	2184	2982
s_1560	POU2AF1	1931	2044	2313	2976
s_2474	ZNF223	3766	4000	4062	5379
s_1683	RFX1	2517	2803	2691	3575
s_846	HOXB3	2405	2624	2557	3261
s_752	HMX1	942	1088	1024	1350
s_5423	Non-Targeting Control	2448	2574	2740	3704
s_5800	Non-Targeting Control	615	656	654	898
s_865	HOXB8	2759	2982	3041	3879
s_3969	BTNL8	2123	2330	2357	3010
s_2346	ZNF90	2514	2696	2995	3827
s_5479	Non-Targeting Control	1372	1476	1447	1834
s_5155	FEZF1	1591	1898	1918	2418
s_444	ESRRA	1230	1482	1464	1849
s_1214	MEF2C	1640	1737	1773	2393
s_5766	Non-Targeting Control	2819	2938	3179	4103
s_771	HNF4A	1446	1435	1508	2024
s_910	HOXD1	870	1037	923	1531
s_2502	GPANK1	3176	3571	3445	4582
s_693	HIVEP2	2041	2277	2229	2998
s_4211	ZNF628	1783	2085	2056	2755
s_4157	ZBTB45	1939	1947	2027	2698
s_1609	PPARD	2453	2704	2724	3478
s_3457	SOHLH2	1788	1990	1902	2451
s_839	HOXB1	2183	2341	2415	3218
s_5063	NOTO	1364	1605	1487	1980
s_5738	Non-Targeting Control	1095	1301	1406	1795
s_1032	IL7R	1974	2244	2337	3038
s_3007	ZHX1	3075	3324	3615	4463
s_1432	NPAS2	1615	1762	1722	2316
s_4964	ZNF621	2482	2800	2979	3882
s_2208	ZIC2	2959	3270	3362	4334
s_3444	FEV	1112	1160	1115	1418
s_1657	RARB	2596	2946	3001	3876
s_1795	SIX3	1665	1845	1905	2515
s_4253	ZNF479	2572	3104	2919	3748
s_5883	Non-Targeting Control	2366	2581	2522	3306
s_935	HOXD11	1103	1215	1138	1518
s_3489	BATF3	2920	2998	2999	3861
