sgRNA	Gene	D1_high	D1_low	D2_high	D2_low	D3_high	D3_low	D4_high	D4_low
s_1072	FOXK2	1722	1872	1845	2523	658	708	266	306
s_2480	ZNF224	3118	3443	3688	4866	757	838	305	403
s_5210	ZBTB34	2924	3413	3329	4441	126	170	70	83
s_3097	MGA	3165	3641	3611	4642	1234	1399	498	613
s_1259	MNT	2091	2333	2359	3033	827	971	343	398
s_4950	ZNF615	2309	2487	2503	3297	357	386	135	203
s_1691	RFX3	2806	3150	3093	4212	136	164	94	82
s_4918	ZNF740	2111	2373	2316	3011	698	757	293	351
s_753	HMX2	1481	1688	1687	2127	225	257	106	106
s_4183	ZNF566	2269	2414	2527	3346	948	968	376	449
s_5705	Non-Targeting Control	1830	1998	2009	2563	333	370	129	167
s_3303	VSX1	2266	2661	2463	3313	675	786	274	354
s_2570	ZNF282	1436	1431	1479	1933	281	335	133	141
s_845	HOXB3	3311	3705	3449	4541	609	755	218	356
s_3663	ZBTB4	2509	2767	2707	3590	164	442	94	138
s_1312	MYF6	1982	2256	2092	3031	350	477	88	153
s_4350	OSR2	2771	3222	3259	4163	281	390	140	246
s_4077	KLF16	1852	1950	2127	2687	136	188	62	105
s_1828	SOX3	1895	2145	2183	2632	668	735	283	339
s_38	PHOX2A	2159	2484	2634	3482	7	24	8	15
s_1187	SMAD9	1820	1944	1872	2564	563	651	218	294
s_2231	ZNF8	1943	2089	2179	2753	818	784	285	338
s_1635	PSMB9	3013	3321	3634	4778	288	344	125	157
s_2742	NFE2L3	1532	1673	1633	2234	491	529	169	210
s_4393	HSF5	1914	2105	2141	2898	863	904	315	410
s_3870	ZFP69B	3317	3704	4015	5375	1175	1236	513	581
s_5910	Non-Targeting Control	1834	2037	2134	2864	626	754	273	325
s_1121	JUN	1325	1591	1367	2207	243	284	119	153
s_3714	OVOL2	1532	1778	1704	2169	71	79	29	32
s_1022	IL6R	1541	1717	1770	2173	484	574	206	249
s_3063	FOXJ3	4140	4307	4612	5718	1307	1431	490	680
s_4922	PROX2	3230	3646	3743	4731	644	823	270	369
s_4197	SCRT2	1533	1659	1751	2256	527	603	209	290
s_2279	ZNF28	3797	4101	4309	5509	301	241	120	106
s_1587	POU4F2	2273	2449	2651	3407	268	395	106	233
s_3053	ZFP30	2098	2355	2337	3357	118	158	53	72
s_1139	LHX1	1399	1525	1510	1941	353	450	156	227
s_4189	ZFHX2	1952	2290	2269	3004	114	269	72	57
s_867	HOXB8	1487	1675	1692	2137	349	394	147	179
s_3785	PRDM16	2278	2463	2382	3242	678	729	270	331
s_733	HLF	1262	1432	1273	1693	132	158	52	116
s_1943	TAL2	1986	2081	2089	2865	351	388	166	166
s_5731	Non-Targeting Control	2237	2441	2377	3269	251	335	78	116
s_3470	THAP1	2666	3066	3184	4100	231	296	94	131
s_3357	LEF1	1900	2096	2128	2743	578	631	253	279
s_2347	ZNF90	1956	2226	2409	3050	758	848	340	364
s_246	CREBL2	2636	2913	2961	3834	143	161	65	70
s_1080	INSM1	1176	1266	1397	1728	185	219	46	98
s_1237	MICB	1813	2075	2127	2840	816	812	336	404
s_4756	ZNF169	2367	2804	2782	3665	532	610	257	264
s_90	PRDM1	1917	2218	2183	2851	642	798	266	362
s_4631	ZNF425	1902	2094	2133	2815	795	841	354	411
s_4976	ZNF454	3358	3532	3657	4966	1111	1172	441	537
s_5736	Non-Targeting Control	1280	1411	1380	1816	392	443	160	189
s_2084	TFDP2	1920	2150	2071	2830	653	741	304	311
s_4805	ZBTB7C	1436	1533	1517	1952	660	657	217	326
s_692	HIVEP1	3629	4125	4203	5484	1282	1581	487	747
s_2359	ZNF124	1499	1698	1811	2157	586	635	233	269
s_25	ALX3	1610	1629	1625	2268	38	37	13	21
s_2850	BTN3A3	3110	3245	3351	4400	1168	1294	448	605
s_2434	ZNF184	2761	3015	3243	4274	552	605	204	265
s_5567	Non-Targeting Control	2147	2428	2479	3241	871	1035	382	394
s_3769	DMRTA2	1017	1232	1263	1721	98	147	53	41
s_3490	BATF3	1662	1761	1720	2309	569	717	202	302
s_5504	Non-Targeting Control	2047	2341	2081	2903	525	591	210	315
s_3926	LIN28A	3533	4018	3845	5271	753	842	345	397
s_5939	Non-Targeting Control	2091	2427	2340	3052	502	610	182	241
s_5747	Non-Targeting Control	2093	2413	2264	2956	22	28	6	11
s_89	PRDM1	1674	1989	1958	2666	460	520	214	231
s_1349	NFATC4	1615	1760	1691	2266	188	219	67	114
s_3186	ZNF658	3974	4581	4509	5997	1507	1744	664	809
s_664	GTF2I	1909	2144	2156	2893	166	244	73	111
s_354	EGR1	2389	2685	2690	3445	812	880	337	407
s_2711	ONECUT2	1746	1986	2002	2595	606	692	261	270
s_5895	Non-Targeting Control	1624	1763	1803	2257	394	355	138	185
s_431	ERG	3329	3644	3684	4715	1279	1307	534	649
s_4254	ZNF479	1453	1628	1665	2133	269	347	124	199
s_3630	ZNF304	2235	2509	2476	3241	812	874	296	394
s_5629	Non-Targeting Control	4961	5359	5529	7133	498	527	176	252
s_3719	ZNF250	2559	2823	2820	3618	416	528	174	267
s_4504	CTCFL	2149	2255	2317	3002	493	571	213	260
s_4509	ZNF664	2360	2732	2699	3531	677	778	281	360
s_2677	ZNF235	1977	2285	2310	2929	902	998	341	477
s_5336	TCF24	1109	1196	1207	1564	188	299	94	122
s_4898	PTF1A	1389	1460	1505	1930	225	289	79	156
s_1896	SRF	2896	3162	3082	4185	1030	1018	393	518
s_2153	UBP1	2322	2679	2736	3615	684	788	278	365
s_2486	ZNF232	1406	1646	1607	2084	620	617	246	299
s_1156	LTB	1256	1558	1377	1916	187	271	93	107
s_5091	TBX10	2773	2895	2998	3848	902	969	357	454
s_5096	ZNF530	1990	2172	2122	2711	842	955	323	384
s_5449	Non-Targeting Control	2606	2869	2961	3859	1015	1124	393	476
s_2647	TBX19	2240	2536	2410	3242	735	759	287	394
s_2105	THRB	1266	1370	1419	1881	560	515	190	240
s_3373	ZNF571	2091	2343	2341	3207	780	957	346	441
s_990	IL2	3298	3673	3546	4921	1270	1296	463	599
s_3010	PTGDR2	1492	1697	1636	2088	197	231	93	94
s_5957	Non-Targeting Control	2230	2376	2443	3147	618	728	302	354
s_4842	ZNF485	2661	2893	2935	3707	798	895	306	392
s_722	HLA-DQB2	2666	2837	2766	3660	166	195	78	86
s_2344	ZNF85	1800	1939	1982	2547	747	822	343	341
s_2665	GCM2	1428	1581	1806	2223	552	617	216	265
s_213	CCR5	3225	3532	3709	4924	1293	1392	477	667
s_359	EGR2	2006	2183	2277	2931	634	739	302	340
s_4879	LCORL	3124	3491	3512	4790	1115	1274	471	562
s_537	FOXC2	1817	2070	2086	2681	562	585	195	284
s_4047	ZNF611	3532	4105	4298	5712	1317	1391	554	706
s_5169	BSX	2607	2824	2934	3608	641	677	239	327
s_5892	Non-Targeting Control	2714	3021	3041	4047	868	1072	401	465
s_5027	HMX3	1785	1998	2170	2768	675	744	246	341
s_456	ETS1	1587	1742	1743	2221	579	611	207	281
s_3238	FOXP1	2810	3175	3056	3969	82	74	35	45
s_732	HLA-DRB1	1263	1267	1355	1701	487	551	176	239
s_5708	Non-Targeting Control	2305	2739	2565	3546	481	525	227	272
s_2690	PPT2	1620	1804	1806	2372	605	570	235	265
s_2364	ZNF132	1834	2151	2051	2798	646	691	246	309
s_827	HOXA10	1423	1589	1573	2020	391	448	144	176
s_4051	ZNF93	2916	3149	3337	4391	1108	1211	438	502
s_2433	ZNF184	1548	1841	1737	2272	680	718	235	300
s_3431	CCHCR1	3263	3592	3639	4827	1300	1351	486	660
s_3219	HBP1	1680	1870	1919	2460	651	678	246	310
s_5721	Non-Targeting Control	2789	3012	3007	4081	723	772	268	366
s_1033	IL9	4832	5621	5203	6874	254	208	87	96
s_5478	Non-Targeting Control	1757	1913	1840	2488	679	727	261	365
s_578	FOSL2	1720	2263	1991	2735	133	235	67	105
s_4431	ZNF684	4124	4504	4392	5895	973	968	365	490
s_5596	Non-Targeting Control	2342	2725	2561	3468	210	224	100	101
s_5923	Non-Targeting Control	2877	3241	3358	4362	710	825	287	371
s_2288	ZNF33A	2599	2648	2910	3928	819	861	353	373
s_3900	IRX1	1988	2188	2241	2968	600	861	338	296
s_5167	BSX	3151	3414	3605	4620	317	387	151	161
s_930	HOXD10	2359	2614	2703	3631	937	925	369	467
s_5147	ZNF662	3543	3836	3913	5185	236	280	81	112
s_3452	ZNF586	2917	3286	3285	4298	995	1038	343	480
s_2661	MSC	1403	1569	1577	2094	553	591	229	281
s_225	CCR8	2639	2952	2944	3958	1130	1226	462	565
s_3073	ATF6	1425	1654	1542	2128	468	511	206	266
s_4626	IRX2	1323	1310	1339	1833	167	162	60	102
s_4822	NAIF1	2485	2671	2791	3566	642	718	252	356
s_3738	ZNF350	4622	5210	5191	6851	253	294	112	151
s_1664	RARG	1109	1193	1197	1512	326	342	147	168
s_4787	ZNF585A	3127	3414	3631	4660	1111	1131	490	551
s_4413	ZNF440	2866	3159	3355	4316	969	1115	390	524
s_653	GSC2	931	1080	1026	1428	158	164	58	81
s_5389	CCDC169-SOHLH2	3084	3492	3383	4497	642	688	251	359
s_3039	IKZF2	2729	2997	2909	3971	605	717	226	282
s_4998	SNAI3	1732	1948	1692	2520	217	262	104	112
s_5461	Non-Targeting Control	2204	2443	2375	3369	112	155	47	82
s_983	RBPJ	2789	3075	3033	3878	474	510	156	166
s_4814	ZSCAN4	2639	3080	3033	4044	405	575	197	210
s_4614	IL23R	2600	2826	2975	3604	22	68	21	16
s_3141	ZKSCAN5	2289	2648	2465	3350	55	70	26	33
s_4308	PRDM6	1504	1682	1819	2253	530	536	191	252
s_3271	CD274	1790	2035	1924	2657	22	23	9	19
s_1097	IRF4	2265	2488	2563	3408	501	577	211	254
s_3867	BCL11B	1580	1741	1831	2405	317	388	120	163
s_3159	VAX2	2950	3161	3249	3989	122	147	49	76
s_3805	ZSCAN31	1910	2135	2156	2978	714	850	288	360
s_2120	NR2E1	2859	3098	3175	4222	680	845	347	394
s_2113	NKX2-1	2071	2436	2449	3117	624	749	254	325
s_1724	RXRB	2947	3359	3302	4400	718	813	310	429
s_457	ETS2	3141	3377	3443	4539	361	412	158	150
s_3982	ZNF442	2076	2448	2334	3069	208	248	71	103
s_5185	ZNF805	1338	1544	1453	2030	516	496	199	235
s_15	AHR	2757	2921	3172	3971	276	291	122	154
s_4449	OSR1	1527	1671	1709	2202	535	599	219	258
s_831	HOXA11	1651	1818	1899	2470	569	633	265	296
s_5269	SCX	665	806	815	1112	284	261	111	133
s_4671	ZNF320	2594	2882	3042	3820	958	1020	412	458
s_4099	ZNF541	2167	2367	2430	3295	762	850	289	355
s_1541	PLAGL1	2525	2750	2844	3446	171	195	64	111
s_316	DNMT1	2259	2543	2558	3312	472	507	197	253
s_5266	ZNF674	2879	3118	3255	4123	59	69	25	26
s_2068	TFCP2	2896	3261	3213	4279	1144	1230	519	591
s_2699	ZNF264	2305	2531	2768	3426	972	988	393	458
s_3000	BTN2A1	2387	2578	2588	3497	856	921	361	435
s_5739	Non-Targeting Control	4260	4704	4562	6144	616	710	283	367
s_4332	ZIM3	2495	2813	2834	3544	812	930	332	422
s_4708	ZNF383	2516	2899	2732	3667	121	156	42	55
s_2389	ZNF143	2317	2683	2609	3407	148	165	44	60
s_647	CXCR3	3724	4068	3980	5204	315	361	125	193
s_4063	SCRT1	998	1164	995	1426	402	396	157	191
s_4917	ZNF740	2978	3311	3314	4231	1137	1230	464	552
s_3058	MLXIP	1957	2320	2253	3000	407	461	170	166
s_5258	DUXA	3598	3952	4161	5416	967	924	336	449
s_4267	CREB3L1	3242	3703	3847	5088	220	298	87	136
s_605	GATA4	1748	1898	1911	2560	190	237	91	112
s_5436	Non-Targeting Control	2444	2774	2717	3560	720	917	310	393
s_478	ETV5	2035	2241	2414	2865	381	464	156	208
s_5832	Non-Targeting Control	2412	2724	2693	3539	1026	1127	378	568
s_1483	PAX5	1115	1304	1247	1569	313	335	139	173
s_5186	ZNF805	2065	2266	2223	2915	503	576	201	262
s_2992	BTN3A2	1554	1738	1703	2316	567	636	227	300
s_19	AIF1	2447	2629	2745	3574	927	991	367	459
s_3382	ZBTB7A	1907	2078	2063	2798	270	288	114	129
s_3323	IRX4	1092	1142	1109	1852	4	19	2	10
s_2752	ST18	1500	1597	1902	2446	573	664	234	285
s_1600	POU5F1B	1694	1884	1962	2463	341	360	128	160
s_5671	Non-Targeting Control	2489	2637	2677	3697	838	839	314	476
s_2965	BTNL3	1408	1595	1607	2153	163	209	70	98
s_3104	SATB2	3160	3362	3475	4601	91	87	42	36
s_5404	Non-Targeting Control	2022	2310	2395	3202	571	582	226	286
s_3413	ZNF44	2029	2235	2385	3066	360	394	161	186
s_3713	OVOL2	1985	2196	2301	2870	598	692	276	331
s_3184	ZBTB20	1303	1403	1406	1933	93	146	65	105
s_3951	ZNF552	2082	2272	2328	3038	696	731	259	369
s_1568	POU2F2	1737	1868	1916	2482	229	219	66	110
s_3270	CD274	2028	2895	2433	3487	821	1084	338	480
s_2430	ZNF180	1352	1609	1441	2095	387	420	151	225
s_2236	ZNF10	2353	2706	2469	3355	546	646	239	250
s_3990	ZFP2	2806	3224	3099	4240	371	414	176	178
s_4582	ZNF558	3129	3452	3502	4402	1116	1310	446	560
s_1968	TBX6	1716	1866	1737	2326	725	819	317	355
s_5543	Non-Targeting Control	2633	3040	2937	4009	840	937	343	391
s_1980	TBX3	2497	2702	2678	3512	282	298	118	138
s_1869	SP4	3353	3698	3666	5097	1079	1217	425	568
s_5843	Non-Targeting Control	2017	2227	2239	3035	181	197	111	77
s_2635	PHOX2B	1214	1312	1388	1874	409	468	177	209
s_5699	Non-Targeting Control	2297	2386	2326	3251	147	131	56	42
s_5656	Non-Targeting Control	2198	2287	2304	3187	760	791	344	378
s_3664	ZBTB4	2796	3078	2891	4055	181	312	85	164
s_5617	Non-Targeting Control	1392	1521	1550	1956	86	87	22	37
s_1913	STAT3	2987	3536	3562	4643	1213	1289	492	599
s_2698	ZNF264	2533	2689	2679	3720	887	926	342	404
s_4003	TET1	1874	1942	2004	2472	673	684	300	344
s_3335	TBX22	2696	3127	3114	4152	967	971	339	447
s_5658	Non-Targeting Control	1694	1985	2002	2731	360	347	104	163
s_3902	ZNF557	2297	2457	2615	3532	798	871	348	434
s_2801	CEBPZ	2982	3385	3363	4440	368	461	178	180
s_2544	HMGA2	2426	2586	2655	3315	1038	1149	413	529
s_4122	RHOXF2	1404	1632	1645	2127	549	635	213	314
s_4233	MED30	2171	2494	2582	3700	721	740	232	372
s_4835	ATOH7	1725	1953	1711	2565	603	746	187	289
s_2924	AP4B1	3841	4122	4291	5548	691	809	381	330
s_996	IL2RA	2851	2973	3070	3915	863	1155	340	460
s_2746	ZNF432	3289	3669	3833	4902	783	870	281	367
s_1648	PURA	1788	2067	1909	2620	663	786	283	350
s_5674	Non-Targeting Control	2312	2677	2451	3430	289	461	137	171
s_1110	IRF7	1689	1879	1810	2482	93	96	30	31
s_1180	SMAD4	1725	2032	1998	2557	65	107	37	34
s_3707	ZNF71	1637	1845	1780	2390	489	606	220	244
s_2313	ZNF69	2406	2787	2845	3503	1025	1118	422	475
s_5786	Non-Targeting Control	1815	2182	2056	2733	198	234	103	113
